"pl_name,hostname,sys_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,st_spectype,st_rad,st_mass,sy_dist,disc_facility"
"YZ Cet b,YZ Cet,YZ Cet,1,3,Radial Velocity,2017,0.01634,0.913,0.7,0.06,M4.5 V,0.16,0.14,3.71207,La Silla Observatory"
"YZ Cet c,YZ Cet,YZ Cet,1,3,Radial Velocity,2017,0.02156,1.05,1.14,0,M4.5 V,0.16,0.14,3.71207,La Silla Observatory"
"YZ Cet d,YZ Cet,YZ Cet,1,3,Radial Velocity,2017,0.02851,1.03,1.09,0.07,M4.5 V,0.16,0.14,3.71207,La Silla Observatory"
"pi Men c,HD 39091,HD 39091,1,3,Transit,2018,0.068647,2.06,3.63,0.076939,G0 V,1.19,1.1,18.2702,Transiting Exoplanet Survey Satellite (TESS)"
"14 Her b,14 Her,14 Her,1,2,Radial Velocity,2002,2.773069,12.6,2586.74645,0.372689,K0 V,0.93,0.91,17.9323,W. M. Keck Observatory"
"24 Sex b,24 Sex,24 Sex,1,2,Radial Velocity,2010,1.333,13.4,632.46,0.09,K0 IV,4.9,1.54,72.0691,Lick Observatory"
"24 Sex c,24 Sex,24 Sex,1,2,Radial Velocity,2010,2.08,13.9,273.32,0.29,K0 IV,4.9,1.54,72.0691,Lick Observatory"
"7 CMa b,7 CMa,7 CMa,1,2,Radial Velocity,2011,1.758,13.4,587.9855,0.06,K1 III,4.87,1.34,19.8101,Anglo-Australian Telescope"
"7 CMa c,7 CMa,7 CMa,1,2,Radial Velocity,2019,2.153,13.9,276.5121,0.08,K1III(+M),4.87,1.34,19.8101,Multiple Observatories"
"AU Mic b,AU Mic,AU Mic,1,2,Transit,2020,0.0645,4.07,20.12,0.186,M1,0.7,0.5,9.7221,Transiting Exoplanet Survey Satellite (TESS)"
"AU Mic c,AU Mic,AU Mic,1,2,Transit,2021,0.1101,3.24,9.6,0.041,M1,0.75,0.5,9.7221,Transiting Exoplanet Survey Satellite (TESS)"
"BD+20 2457 b,BD+20 2457,BD+20 2457,1,2,Radial Velocity,2009,1.05,11.6,17668.1697,0.15,K2 II,71.02,10.83,1539.71,McDonald Observatory"
"BD+20 2457 c,BD+20 2457,BD+20 2457,1,2,Radial Velocity,2009,2.01,12.4,3963.17,0.18,K2 II,49,2.8,1539.71,McDonald Observatory"
"BD-06 1339 b,BD-06 1339,BD-06 1339,1,2,Radial Velocity,2013,0.0428,2.85,8.5,0,K7/M0 V,0.69,0.7,20.2695,La Silla Observatory"
"BD-06 1339 c,BD-06 1339,BD-06 1339,1,2,Radial Velocity,2013,0.435,8.38,53,0.31,K7/M0 V,0.69,0.7,20.2695,La Silla Observatory"
"BD-08 2823 b,BD-08 2823,BD-08 2823,1,2,Radial Velocity,2009,0.06,3.61,12.7132,0.15,K3 V,0.71,0.5,41.3342,La Silla Observatory"
"BD-08 2823 c,BD-08 2823,BD-08 2823,1,2,Radial Velocity,2009,0.68,12.5,104,0.19,K3 V,0.72,0.74,41.3342,La Silla Observatory"
"BD-11 4672 b,BD-11 4672,BD-11 4672,1,2,Radial Velocity,2014,2.36,14.1,206.5895,0.05,K7 V,0.64,0.65,27.1665,La Silla Observatory"
"BD-11 4672 c,BD-11 4672,BD-11 4672,1,2,Radial Velocity,2020,0.3,4.04,15.37,0.4,K7V,0.64,0.65,27.1665,Roque de los Muchachos Observatory"
"CoRoT-20 b,CoRoT-20,CoRoT-20,1,2,Transit,2011,0.09,9.416,1366.669,0.59,G2 V,1.02,1.14,844.061,CoRoT"
"CoRoT-20 c,CoRoT-20,CoRoT-20,1,2,Radial Velocity,2018,2.9,12.2,5403.11,0.6,G2 V,1.37,1.14,844.061,Multiple Observatories"
"CoRoT-24 b,CoRoT-24,CoRoT-24,1,2,Transit,2014,0.056,3.7,5.7,0,K1 V,0.86,0.91,591.555,CoRoT"
"CoRoT-24 c,CoRoT-24,CoRoT-24,1,2,Transit,2014,0.098,5,28,0,K1 V,0.86,0.91,591.555,CoRoT"
"EPIC 212737443 b,EPIC 212737443,EPIC 212737443,1,2,Transit,2019,0.098,2.586,7.2,0.2,K3,0.67,0.69,336.25,K2"
"EPIC 212737443 c,EPIC 212737443,EPIC 212737443,1,2,Transit,2019,0.28,2.69,7.7,0.2,K3,0.67,0.69,336.25,K2"
"EPIC 220674823 b,EPIC 220674823,EPIC 220674823,1,2,Transit,2016,0.01312,1.6,7.72,0,G5 V,0.95,0.93,244.59,K2"
"EPIC 220674823 c,EPIC 220674823,EPIC 220674823,1,2,Transit,2016,0.1091,2.2,5.8,0.18,G5 V,0.95,0.93,244.59,K2"
"GJ 1132 b,GJ 1132,GJ 1132,1,2,Transit,2015,0.0153,1.13,1.66,0.22,M4.5 V,0.21,0.18,12.613,Cerro Tololo Inter-American Observatory"
"GJ 1132 c,GJ 1132,GJ 1132,1,2,Radial Velocity,2018,0.0476,1.43,2.64,0.27,M4.5 V,0.21,0.18,12.613,La Silla Observatory"
"GJ 1148 b,GJ 1148,GJ 1148,1,2,Radial Velocity,2010,0.166,11.9,96.7,0.38,M5,0.36,0.34,11.0143,W. M. Keck Observatory"
"GJ 1148 c,GJ 1148,GJ 1148,1,2,Radial Velocity,2017,0.912,9.71,68.06,0.342,M5,0.36,0.34,11.0143,Calar Alto Observatory"
"GJ 143 b,GJ 143,GJ 143,1,2,Transit,2019,0.1915,2.61,22.7,0.188,K4.5,0.7,0.73,16.32,Transiting Exoplanet Survey Satellite (TESS)"
"GJ 273 b,GJ 273,GJ 273,1,2,Radial Velocity,2017,0.091101,1.51,2.89,0.1,M3.5,0.29,0.29,5.921535,La Silla Observatory"
"GJ 273 c,GJ 273,GJ 273,1,2,Radial Velocity,2017,0.036467,1.06,1.18,0.17,M3.5,0.29,0.29,5.921535,La Silla Observatory"
"GJ 317 b,GJ 317,GJ 317,1,2,Radial Velocity,2007,1.151,13.3,794.5,0.07,M2.5 V,0.43,0.42,15.1968,W. M. Keck Observatory"
"GJ 317 c,GJ 317,GJ 317,1,2,Radial Velocity,2018,5.23,13.5,522.5,0.17,M2.5 V,0.43,0.42,15.1968,W. M. Keck Observatory"
"GJ 3323 b,GJ 3323,GJ 3323,1,2,Radial Velocity,2017,0.03282,1.23,2.02,0.23,M4,0.12,0.16,5.37484,La Silla Observatory"
"GJ 3323 c,GJ 3323,GJ 3323,1,2,Radial Velocity,2017,0.1264,1.32,2.31,0.17,M4,0.12,0.16,5.37484,La Silla Observatory"
"GJ 3512 b,GJ 3512,GJ 3512,1,2,Radial Velocity,2019,0.337,14.3,146.20107,0.44,M5.5 V,0.14,0.12,9.48637,Calar Alto Observatory"
"GJ 3512 c,GJ 3512,GJ 3512,1,2,Radial Velocity,2020,1.292,9.32,63.56568,0.0183,M5.5 V,0.14,0.12,9.48637,Multiple Observatories"
"GJ 3929 b,GJ 3929,GJ 3929,1,2,Transit,2022,0.0252,1.09,1.75,0,M3.5 V,0.32,0.31,15.8095,Transiting Exoplanet Survey Satellite (TESS)"
"GJ 3929 c,GJ 3929,GJ 3929,1,2,Radial Velocity,2022,0.081,2.26,5.71,0,M3.5 V,0.32,0.31,15.8095,Multiple Observatories"
"GJ 3998 b,GJ 3998,GJ 3998,1,2,Radial Velocity,2016,0.029,1.38,2.47,0,M1,0.49,0.5,18.1459,Roque de los Muchachos Observatory"
"GJ 3998 c,GJ 3998,GJ 3998,1,2,Radial Velocity,2016,0.089,2.38,6.26,0.049,M1,0.49,0.5,18.1459,Roque de los Muchachos Observatory"
"GJ 411 b,GJ 411,GJ 411,1,2,Radial Velocity,2019,0.07879,1.45,2.69,0.063,M1.5 V,0.37,0.39,5.675773,Haute-Provence Observatory"
"GJ 682 b,GJ 682,GJ 682,1,2,Radial Velocity,2014,0.08,1.93,4.4,0.08,M3.5 V,0.3,0.27,5.00671,Multiple Observatories"
"GJ 682 c,GJ 682,GJ 682,1,2,Radial Velocity,2014,0.176,2.89,8.7,0.1,M3.5 V,0.3,0.27,5.00671,Multiple Observatories"
"GJ 687 b,GJ 687,GJ 687,1,2,Radial Velocity,2014,0.163,4.32,17.2,0.17,M3 V,0.42,0.4,4.54939,Lick Observatory"
"GJ 687 c,GJ 687,GJ 687,1,2,Radial Velocity,2020,1.165,4.14,16,0.4,M3.0V,0.42,0.4,4.54939,Multiple Observatories"
"GJ 849 b,GJ 849,GJ 849,1,2,Radial Velocity,2006,2.409,13.9,286.04557,0.038,M3.5,0.47,0.49,8.80058,W. M. Keck Observatory"
"GJ 849 c,GJ 849,GJ 849,1,2,Radial Velocity,2014,4.974,14,223.11554,0.099,M3.5,0.47,0.49,8.80058,W. M. Keck Observatory"
"GJ 887 b,GJ 887,GJ 887,1,2,Radial Velocity,2020,0.068,1.88,4.2,0,M1 V,0.47,0.49,3.29,La Silla Observatory"
"HAT-P-11 b,HAT-P-11,HAT-P-11,1,2,Transit,2008,0.05254,4.36,26.69772,0.218,K4,0.68,0.81,37.7647,HATNet"
"HAT-P-11 c,HAT-P-11,HAT-P-11,1,2,Radial Velocity,2018,4.13,13.3,731.009,0.601,K4,0.68,0.81,37.7647,W. M. Keck Observatory"
"HAT-P-13 b,HAT-P-13,HAT-P-13,1,2,Transit,2009,0.04383,14.258,270.462,0.0133,G4,1.76,1.32,246.81,HATNet"
"HAT-P-13 c,HAT-P-13,HAT-P-13,1,2,Radial Velocity,2009,1.258,12.3,4538.421,0.6616,G4,1.76,1.32,246.81,W. M. Keck Observatory"
"HAT-P-17 b,HAT-P-17,HAT-P-17,1,2,Transit,2010,0.0882,11.769,184.3414,0.35,K,0.87,0.99,92.3831,HATNet"
"HAT-P-17 c,HAT-P-17,HAT-P-17,1,2,Radial Velocity,2010,5.6,13.1,1080.6,0.39,K,0.84,0.92,92.3831,W. M. Keck Observatory"
"HD 102329 b,HD 102329,HD 102329,1,2,Radial Velocity,2011,1.81,12.6,2593.4928,0.21,K0 III,9.82,3.21,217.107,W. M. Keck Observatory"
"HD 106315 b,HD 106315,HD 106315,1,2,Transit,2017,0.0907,2.44,12.6,0.093,F5 V,1.3,1.09,109.353,K2"
"HD 106315 c,HD 106315,HD 106315,1,2,Transit,2017,0.1536,4.35,15.2,0.22,F5 V,1.3,1.09,109.353,K2"
"HD 108874 b,HD 108874,HD 108874,1,2,Radial Velocity,2002,1.04,13.6,451.3186,0.13,G5,1.05,1.1,59.5175,W. M. Keck Observatory"
"HD 108874 c,HD 108874,HD 108874,1,2,Radial Velocity,2005,2.659,13.8,314.64,0.239,G5,1.09,0.95,59.5175,W. M. Keck Observatory"
"HD 109271 b,HD 109271,HD 109271,1,2,Radial Velocity,2013,0.079,4.31,17.162,0.25,G5 V,1.29,1.05,55.8716,La Silla Observatory"
"HD 109271 c,HD 109271,HD 109271,1,2,Radial Velocity,2013,0.196,5.27,24.154,0.15,G5 V,1.29,1.05,55.8716,La Silla Observatory"
"HD 110113 b,HD 110113,HD 110113,1,2,Transit,2021,0.035,2.05,4.55,0.093,G,0.97,1,106.307,Transiting Exoplanet Survey Satellite (TESS)"
"HD 110113 c,HD 110113,HD 110113,1,2,Radial Velocity,2021,0.068,3.23,10.5,0.045,G,0.97,1,106.307,La Silla Observatory"
"HD 111232 b,HD 111232,HD 111232,1,2,Radial Velocity,2003,2.147271,12.6,2626.8024,0.213617,G5 V,0.9,0.96,28.9571,La Silla Observatory"
"HD 111232 c,HD 111232,HD 111232,1,2,Radial Velocity,2022,17.205919,12.1,6085.555,0.558246,G8V,0.9,0.96,28.9571,Multiple Observatories"
"HD 113337 b,HD 113337,HD 113337,1,2,Radial Velocity,2013,1.021796,13.1,1032.00909,0.279903,F6 V,1.5,1.41,36.18,Haute-Provence Observatory"
"HD 113337 c,HD 113337,HD 113337,1,2,Radial Velocity,2022,6.82814,12.1,6268.96682,0.164097,F6 V,1.53,1.41,36.18,Multiple Observatories"
"HD 113538 b,HD 113538,HD 113538,1,2,Radial Velocity,2010,1.24,13.2,114.41,0.14,K9 V,0.53,0.58,16.2817,La Silla Observatory"
"HD 113538 c,HD 113538,HD 113538,1,2,Radial Velocity,2010,2.44,13.8,295.57,0.2,K9 V,0.53,0.58,16.2817,La Silla Observatory"
"HD 114783 b,HD 114783,HD 114783,1,2,Radial Velocity,2001,1.16,13.7,349.6,0.144,K0,0.84,0.85,21.0628,W. M. Keck Observatory"
"HD 114783 c,HD 114783,HD 114783,1,2,Radial Velocity,2018,4.97,14.1,194.19413,0,K1V,0.84,0.85,21.0628,W. M. Keck Observatory"
"HD 115404 A b,HD 115404 A,HD 115404 A,1,2,Radial Velocity,2022,0.088127,6,30.03873,0.231551,K2V,0.73,0.83,10.9816,Multiple Observatories"
"HD 115404 A c,HD 115404 A,HD 115404 A,1,2,Radial Velocity,2022,11.294908,12.5,3299.58202,0.211449,K2V,0.73,0.83,10.9816,Multiple Observatories"
"HD 12661 b,HD 12661,HD 12661,1,2,Radial Velocity,2000,0.84,13.3,772.3269,0.38,K0,1.2,1.2,37.8478,Multiple Observatories"
"HD 12661 c,HD 12661,HD 12661,1,2,Radial Velocity,2002,2.8145,13.4,575.884,0.031,K0,1.11,1.02,37.8478,Multiple Observatories"
"HD 128311 b,HD 128311,HD 128311,1,2,Radial Velocity,2002,1.084,13.5,562.24127,0.303,K0,0.76,0.83,16.3292,W. M. Keck Observatory"
"HD 128311 c,HD 128311,HD 128311,1,2,Radial Velocity,2005,1.74,13,1204.25787,0.159,K0,0.76,0.83,16.3292,W. M. Keck Observatory"
"HD 134060 b,HD 134060,HD 134060,1,2,Radial Velocity,2019,0.0444,3.16,10.1,0.45,G3 IV,1.16,1.09,24.0125,La Silla Observatory"
"HD 134060 c,HD 134060,HD 134060,1,2,Radial Velocity,2019,2.3928,5.91,29.29,0.11,G3 IV,1.16,1.09,24.0125,La Silla Observatory"
"HD 134987 b,HD 134987,HD 134987,1,2,Radial Velocity,1999,0.81,13.5,511.7063,0.23,G5 V,1.22,1.1,26.1804,W. M. Keck Observatory"
"HD 134987 c,HD 134987,HD 134987,1,2,Radial Velocity,2009,5.8,13.9,260,0.12,G5 V,1.25,1.1,26.1804,Multiple Observatories"
"HD 137496 b,HD 137496,HD 137496,1,2,Transit,2021,0.02732,1.31,4.04,0,G,1.59,1.04,155.317,K2"
"HD 137496 c,HD 137496,HD 137496,1,2,Radial Velocity,2021,1.2163,12.6,2434.5656,0.477,G,1.59,1.04,155.317,Multiple Observatories"
"HD 13808 b,HD 13808,HD 13808,1,2,Radial Velocity,2021,0.10519,3.35,11.2,0.071,K2 V,0.78,0.77,28.2305,La Silla Observatory"
"HD 13808 c,HD 13808,HD 13808,1,2,Radial Velocity,2021,0.2554,3.13,9.96,0.156,K2 V,0.78,0.77,28.2305,La Silla Observatory"
"HD 13908 b,HD 13908,HD 13908,1,2,Radial Velocity,2013,0.154,13.9,274.91,0.02,F8 V,1.67,1.29,79.5515,Haute-Provence Observatory"
"HD 13908 c,HD 13908,HD 13908,1,2,Radial Velocity,2013,2.03,12.8,1630.4,0.12,F8 V,1.67,1.29,79.5515,Haute-Provence Observatory"
"HD 140901 b,HD 140901,HD 140901,1,2,Radial Velocity,2022,0.084501,3.93,14.64775,0.472252,G6IV,0.95,0.99,15.2528,Multiple Observatories"
"HD 140901 c,HD 140901,HD 140901,1,2,Radial Velocity,2022,7.343138,12.8,1685.33019,0.607482,G6IV,0.95,0.99,15.2528,Multiple Observatories"
"HD 145675 c,14 Her,14 Her,1,2,Radial Velocity,2021,11.938641,12.9,1582.94652,0.392756,K0V,1,0.91,17.9323,Multiple Observatories"
"HD 1461 b,HD 1461,HD 1461,1,2,Radial Velocity,2010,0.0634,2.42,6.44,0.172,G0 V,1.15,1.02,23.4534,W. M. Keck Observatory"
"HD 1461 c,HD 1461,HD 1461,1,2,Radial Velocity,2015,0.1117,2.23,5.59,0.305,G0 V,1.15,1.02,23.4534,La Silla Observatory"
"HD 147018 b,HD 147018,HD 147018,1,2,Radial Velocity,2009,0.2388,13.4,674,0.4686,G9 V,0.94,0.93,40.4256,La Silla Observatory"
"HD 147018 c,HD 147018,HD 147018,1,2,Radial Velocity,2009,1.922,12.7,2080,0.133,G9 V,0.94,0.93,40.4256,La Silla Observatory"
"HD 148164 b,HD 148164,HD 148164,1,2,Radial Velocity,2018,0.993,13.7,390.9309,0.587,F8,1.34,1.21,77.1971,W. M. Keck Observatory"
"HD 148164 c,HD 148164,HD 148164,1,2,Radial Velocity,2018,6.15,12.8,1640.0028,0.125,F8,1.34,1.21,77.1971,W. M. Keck Observatory"
"HD 152843 b,HD 152843,HD 152843,1,2,Transit,2021,0.1053,3.41,11.56,0.14,G0,1.43,1.15,107.898,Transiting Exoplanet Survey Satellite (TESS)"
"HD 15337 b,HD 15337,HD 15337,1,2,Transit,2019,0.0522,1.64,7.51,0.09,K1 V,0.86,0.9,44.8155,Transiting Exoplanet Survey Satellite (TESS)"
"HD 15337 c,HD 15337,HD 15337,1,2,Transit,2019,0.1268,2.39,8.11,0.05,K1 V,0.86,0.9,44.8155,Transiting Exoplanet Survey Satellite (TESS)"
"HD 154857 b,HD 154857,HD 154857,1,2,Radial Velocity,2004,1.29,13.3,778.6835,0.46,G5 V,2.3,1.96,63.4482,Anglo-Australian Telescope"
"HD 154857 c,HD 154857,HD 154857,1,2,Radial Velocity,2014,5.36,13.2,819.97,0.06,G5 V,1.76,1.72,63.4482,Anglo-Australian Telescope"
"HD 155358 b,HD 155358,HD 155358,1,2,Radial Velocity,2007,0.63,13.8,314.6517,0.17,G0,1.38,1.15,43.6197,McDonald Observatory"
"HD 155358 c,HD 155358,HD 155358,1,2,Radial Velocity,2007,1.02,13.9,261,0.16,G0,1.38,0.92,43.6197,McDonald Observatory"
"HD 155918 b,HD 155918,HD 155918,1,2,Radial Velocity,2022,0.030046,2.65,7.50192,-0.079533,G2V,1.02,1.03,27.561,Multiple Observatories"
"HD 155918 c,HD 155918,HD 155918,1,2,Radial Velocity,2022,13.125939,12.8,1849.85628,0.07103,G2V,1.02,1.03,27.561,Multiple Observatories"
"HD 156279 b,HD 156279,HD 156279,1,2,Radial Velocity,2011,0.501896,12.5,2995.22334,0.647243,G6,0.95,0.94,36.1945,Haute-Provence Observatory"
"HD 156279 c,HD 156279,HD 156279,1,2,Radial Velocity,2018,5.484633,12.5,3207.01405,0.260544,G6,0.97,0.94,36.1945,W. M. Keck Observatory"
"HD 156668 b,HD 156668,HD 156668,1,2,Radial Velocity,2010,0.05,1.87,4.15,0,K2,0.72,0.77,24.3323,W. M. Keck Observatory"
"HD 156668 c,HD 156668,HD 156668,1,2,Radial Velocity,2021,1.57,6.17,31.4968,0.089,K2,0.77,0.79,24.3323,Multiple Observatories"
"HD 159243 b,HD 159243,HD 159243,1,2,Radial Velocity,2013,0.11,13.7,359.13,0.02,G0 V,1.12,1.12,73.3055,Haute-Provence Observatory"
"HD 159243 c,HD 159243,HD 159243,1,2,Radial Velocity,2013,0.8,13.4,603.9,0.075,G0 V,1.12,1.12,73.3055,Haute-Provence Observatory"
"HD 159868 b,HD 159868,HD 159868,1,2,Radial Velocity,2006,2.32,13.3,704.94694,0.024,G5 V,2.13,1.19,55.8503,Anglo-Australian Telescope"
"HD 159868 c,HD 159868,HD 159868,1,2,Radial Velocity,2012,1.032,14,244.09344,0.184,G5 V,2.13,1.19,55.8503,Anglo-Australian Telescope"
"HD 1605 b,HD 1605,HD 1605,1,2,Radial Velocity,2015,1.492,13.8,296.85322,0.095,K1 IV,3.49,1.33,88.8047,Multiple Observatories"
"HD 1605 c,HD 1605,HD 1605,1,2,Radial Velocity,2015,3.584,13,1150.5446,0.099,K1 IV,3.49,1.33,88.8047,Multiple Observatories"
"HD 163607 b,HD 163607,HD 163607,1,2,Radial Velocity,2010,0.362,13.9,249.05159,0.7441,G5,1.76,1.12,67.7855,W. M. Keck Observatory"
"HD 163607 c,HD 163607,HD 163607,1,2,Radial Velocity,2010,2.39,13.3,699.54383,0.08,G5,1.76,1.12,67.7855,W. M. Keck Observatory"
"HD 168443 b,HD 168443,HD 168443,1,2,Radial Velocity,1998,0.292241,12.6,2422.83767,0.529979,G5,1.71,0.98,39.6245,W. M. Keck Observatory"
"HD 168443 c,HD 168443,HD 168443,1,2,Radial Velocity,2000,2.840843,12.2,5733.43678,0.20976,G5,1.71,0.98,39.6245,W. M. Keck Observatory"
"HD 169830 b,HD 169830,HD 169830,1,2,Radial Velocity,2000,0.764552,13.2,803.57766,0.293956,F8 V,1.94,1.17,37.6048,La Silla Observatory"
"HD 169830 c,HD 169830,HD 169830,1,2,Radial Velocity,2003,3.073402,12.7,2259.86363,0.246156,F8 V,1.94,1.17,37.6048,La Silla Observatory"
"HD 176986 b,HD 176986,HD 176986,1,2,Radial Velocity,2017,0.06296,2.26,5.74,0.066,K2.5 V,0.78,0.79,27.7843,Multiple Observatories"
"HD 176986 c,HD 176986,HD 176986,1,2,Radial Velocity,2017,0.11878,2.98,9.18,0.111,K2.5 V,0.78,0.79,27.7843,Multiple Observatories"
"HD 18143 b,HD 18143,HD 18143,1,2,Radial Velocity,2022,0.087639,3.23,10.50968,0.224176,K2,0.87,0.85,22.5243,Multiple Observatories"
"HD 18143 c,HD 18143,HD 18143,1,2,Radial Velocity,2022,17.521435,12.5,3115.44391,0.194257,K2,0.87,0.85,22.5243,Multiple Observatories"
"HD 183263 b,HD 183263,HD 183263,1,2,Radial Velocity,2004,1.459291,13.1,1102.03602,0.382509,G2 IV,1.23,1.06,54.1955,W. M. Keck Observatory"
"HD 183263 c,HD 183263,HD 183263,1,2,Radial Velocity,2008,5.581571,12.5,2959.02909,0.051364,G2 IV,1.29,1.06,54.1955,W. M. Keck Observatory"
"HD 187123 b,HD 187123,HD 187123,1,2,Radial Velocity,1998,0.0426,14.2,166.218,0.0103,G3 V,1.15,1.04,45.9548,W. M. Keck Observatory"
"HD 187123 c,HD 187123,HD 187123,1,2,Radial Velocity,2008,4.89,13.4,632.46,0.252,G3 V,1.15,1.04,45.9548,W. M. Keck Observatory"
"HD 189567 b,HD 189567,HD 189567,1,2,Radial Velocity,2021,0.111,2.85,8.5,0.189,G3 V,1.04,0.83,17.9055,La Silla Observatory"
"HD 189567 c,HD 189567,HD 189567,1,2,Radial Velocity,2021,0.197,2.54,7,0.16,G3 V,1.04,0.83,17.9055,La Silla Observatory"
"HD 192310 b,HD 192310,HD 192310,1,2,Radial Velocity,2011,0.32,4.27,16.9,0.13,K3V,0.86,0.8,8.79687,La Silla Observatory"
"HD 192310 c,HD 192310,HD 192310,1,2,Radial Velocity,2011,1.18,5.25,24,0.32,K3V,0.81,0.8,8.79687,La Silla Observatory"
"HD 20003 b,HD 20003,HD 20003,1,2,Radial Velocity,2019,0.0974,3.43,11.66,0.36,G8 V,0.92,0.88,41.8316,La Silla Observatory"
"HD 20003 c,HD 20003,HD 20003,1,2,Radial Velocity,2019,0.1964,3.89,14.44,0.1,G8 V,0.92,0.88,41.8316,La Silla Observatory"
"HD 200964 b,HD 200964,HD 200964,1,2,Radial Velocity,2010,1.565,13.5,508.21017,0.087,G8 IV,4.92,1.39,72.5922,Lick Observatory"
"HD 200964 c,HD 200964,HD 200964,1,2,Radial Velocity,2010,1.96,13.7,385.84562,0.243,G8 IV,4.92,1.39,72.5922,Lick Observatory"
"HD 206893 b,HD 206893,HD 206893,1,2,Imaging,2021,9.6,14.011,8899.1954,0.14,F5 V,1.31,1.32,40.7583,Gemini Observatory"
"HD 206893 c,HD 206893,HD 206893,1,2,Imaging,2022,3.53,16.365,4036.42077,0.41,F5 V,1.31,1.32,40.7583,European Southern Observatory"
"HD 213885 b,HD 213885,HD 213885,1,2,Transit,2019,0.02012,1.745,8.83,0,G,1.1,1.07,48.0883,Transiting Exoplanet Survey Satellite (TESS)"
"HD 213885 c,HD 213885,HD 213885,1,2,Radial Velocity,2019,0.056798,4.71,19.95,0,G,1.1,1.07,48.0883,Multiple Observatories"
"HD 215497 b,HD 215497,HD 215497,1,2,Radial Velocity,2009,0.05,2.4,6.3566,0.16,K3 V,0.85,0.67,40.5468,La Silla Observatory"
"HD 215497 c,HD 215497,HD 215497,1,2,Radial Velocity,2009,1.282,12.5,104.3,0.49,K3 V,0.9,0.87,40.5468,La Silla Observatory"
"HD 216520 b,HD 216520,HD 216520,1,2,Radial Velocity,2020,0.198,3.18,10.26,0.09,K2,0.76,0.82,19.552,Multiple Observatories"
"HD 216520 c,HD 216520,HD 216520,1,2,Radial Velocity,2020,0.528,3.03,9.44,0.12,K2,0.76,0.82,19.552,Multiple Observatories"
"HD 21693 b,HD 21693,HD 21693,1,2,Radial Velocity,2019,0.1455,2.8,8.23,0.12,G8 V,0.91,0.8,33.255,La Silla Observatory"
"HD 21693 c,HD 21693,HD 21693,1,2,Radial Velocity,2019,0.2586,4.34,17.37,0.07,G8 V,0.91,0.8,33.255,La Silla Observatory"
"HD 217107 b,HD 217107,HD 217107,1,2,Radial Velocity,1998,0.08,13.6,413.179,0.13,G8 IV,1.11,1,20.0619,Lick Observatory"
"HD 217107 c,HD 217107,HD 217107,1,2,Radial Velocity,2005,5.32,13.2,826.32,0.517,G8 IV,1.2,0.98,20.0619,Lick Observatory"
"HD 219828 b,HD 219828,HD 219828,1,2,Radial Velocity,2007,0.048559,4.57,18.94937,0.09145,G0 IV,1.56,1.04,73.114,La Silla Observatory"
"HD 219828 c,HD 219828,HD 219828,1,2,Radial Velocity,2016,5.657321,12.2,5406.99115,0.810508,G0 IV,1.61,1.04,73.114,Multiple Facilities"
"HD 24040 b,HD 24040,HD 24040,1,2,Radial Velocity,2006,4.92,13,1226.8238,0.04,G0 V,1.3,1.11,46.6224,W. M. Keck Observatory"
"HD 24040 c,HD 24040,HD 24040,1,2,Radial Velocity,2021,1.3,9.35,63.88351,0.11,G0 V,1.39,1.1,46.6224,Multiple Observatories"
"HD 260655 b,HD 260655,HD 260655,1,2,Transit,2022,0.02933,1.24,2.14,0.039,M0 V,0.44,0.44,10.0055,Transiting Exoplanet Survey Satellite (TESS)"
"HD 260655 c,HD 260655,HD 260655,1,2,Transit,2022,0.04749,1.533,3.09,0.038,M0 V,0.44,0.44,10.0055,Transiting Exoplanet Survey Satellite (TESS)"
"HD 28185 b,HD 28185,HD 28185,1,2,Radial Velocity,2001,1.034659,12.8,1853.51476,0.054512,G5,1.03,0.99,39.3809,La Silla Observatory"
"HD 28185 c,HD 28185,HD 28185,1,2,Radial Velocity,2022,13.109497,12.1,6224.47064,0.11958,G5,1.03,0.99,39.3809,Multiple Observatories"
"HD 30177 b,HD 30177,HD 30177,1,2,Radial Velocity,2002,3.603011,12.5,2761.28875,0.206645,G8 V,1.02,0.98,55.5867,Anglo-Australian Telescope"
"HD 30177 c,HD 30177,HD 30177,1,2,Radial Velocity,2016,10.273072,12.7,2084.54271,0.038869,G8 V,1.18,0.98,55.5867,Multiple Observatories"
"HD 33844 b,HD 33844,HD 33844,1,2,Radial Velocity,2015,1.6,13.4,638.8383,0.15,K0 III,5.39,1.84,105.779,Anglo-Australian Telescope"
"HD 33844 c,HD 33844,HD 33844,1,2,Radial Velocity,2015,2.24,13.5,556.2025,0.13,K0 III,5.29,1.78,105.779,Anglo-Australian Telescope"
"HD 37605 b,HD 37605,HD 37605,1,2,Radial Velocity,2004,0.277,13.2,854.9627,0.6745,K0,0.91,0.94,46.7864,McDonald Observatory"
"HD 37605 c,HD 37605,HD 37605,1,2,Radial Velocity,2012,3.74,13.1,1013.8777,0.03,K0,0.91,0.94,46.7864,Multiple Observatories"
"HD 4203 b,HD 4203,HD 4203,1,2,Radial Velocity,2001,1.17,13.3,708.7609,0.52,G5,1.42,1.25,81.3795,W. M. Keck Observatory"
